Unnamed: 0,problem_title,python_solutions,difficulty,num_of_lines,code_length,comments,cyclomatic_complexity,indents,loop_count,line_length,identifiers,readability
147.0,additive number,"class Solution:
    def isAdditiveNumber(self, num: str) -> bool:
        n = len(num)
        for i in range(1, n//2+1):
            x = num[:i]
            if x.startswith(""0"") and len(x) > 1: break #no leading zero 
            for j in range(i+1, min(n-i, (n+i)//2)+1): #i <= n-j and j-i <= n-j
                yy = num[i:j]
                if yy.startswith(""0"") and len(yy) > 1: break #no leading zero
                
                ii, xx = i, x
                while num.startswith(yy, ii):
                    ii += len(yy)
                    xx, yy = yy, str(int(xx) + int(yy))
                if ii == len(num): return True 
                
        return False",Medium,16,675,3.0,3,4.0,6.0,42.1875,36.0,2.3031250000000005
148.0,best time to buy and sell stock with cooldown,"class Solution:
    def solve(self, prices, index, opt):
        if index >= len(prices):
            return 0
        if (index, opt) in self.dp:
            return self.dp[(index, opt)]
        if opt == 0:
            buy = self.solve(prices, index+1, 1) - prices[index]
            cool = self.solve(prices, index+1, 0)
            self.dp[(index, opt)] = max(buy, cool)
        else:
            sell = self.solve(prices, index+2, 0) + prices[index]
            cool = self.solve(prices, index+1, 1)
            self.dp[(index, opt)] = max(sell, cool)
        return self.dp[(index, opt)]
        
    def maxProfit(self, prices: List[int]) -> int:
        self.dp = {}
        return self.solve(prices, 0, 0)",Medium,18,714,0.0,0,3.0,3.0,39.66666666666666,42.0,2.0500000000000007
149.0,minimum height trees,"class Solution:
    def findMinHeightTrees(self, n: int, edges: List[List[int]]) -> List[int]:
        
        if n<2:
            return range(n)
        
        graph=defaultdict(set)
        indegree=[0]*n
        for u,v in edges:
            graph[u].add(v)
            graph[v].add(u)
            indegree[u]+=1
            indegree[v]+=1
        
        queue=[]
        for i in range(n):
            if indegree[i]==1:
                queue.append(i)
        
        count=n
        
        while count>2:
            new_queue=[]
            
            for current in queue:
                
                for neighbour in graph[current]:
                    indegree[neighbour]-=1
                    graph[neighbour].remove(current)
                    if indegree[neighbour]==1:
                        new_queue.append(neighbour)
                
                count-=1
            queue=new_queue
        
        return queue",Medium,35,952,0.0,7,3.0,8.0,27.2,34.0,3.552
150.0,burst balloons,"class Solution:
    def maxCoins(self, nums: List[int]) -> int:
        nums = [1] + nums + [1]
        size = len(nums)        
        
        t = [[-1 for p in range(0,size+1)]
            for q in range(0,size+1)]
        
        return self.solve(nums,1,size-1,t)
        
    def solve(self,arr,i,j,t):
        if i >= j:
            return 0
        
        if t[i][j] > 0:
            return t[i][j]
        
        ans = float('-inf')
        
        for k in range(i,j):
            if t[i][k] != -1:
                left = t[i][k]
            else:
                left = self.solve(arr,i,k,t)
                t[i][k] = left
                
            if t[k+1][j] != -1:
                right = t[k+1][j]
            else:
                right = self.solve(arr,k+1,j,t)
                t[k+1][j] = right
                
            temp = left + right + (arr[i-1]*arr[k]*arr[j])
            
            ans = max(ans,temp)
            
        t[i][j] = ans
        return t[i][j]",Hard,37,1002,0.0,2,3.0,7.0,27.08108108108108,48.0,2.4627027027027024
151.0,super ugly number,"class Solution:
    def nthSuperUglyNumber(self, n: int, primes: List[int]) -> int:
        ugly = [1]
        seen = set()
        x = []
        heapq.heapify(x)
        while len(ugly) != n:
            for i in primes:
                if ugly[-1]*i not in seen:
                    seen.add(ugly[-1]*i)
                    heapq.heappush(x,ugly[-1]*i)
            ugly.append(heapq.heappop(x))
        return ugly[-1]",Medium,12,421,0.0,3,3.0,4.0,35.083333333333336,15.0,4.9825
152.0,count of smaller numbers after self,"class Solution:
  def countSmaller(self, nums: List[int]) -> List[int]:
    l = len(nums)
    arr, ans = sorted(nums), [0] * l
    if l > 99:
      for i in range(l-1):
          ans[i] = bisect_left(arr, nums[i]) # binary search index
          del arr[ans[i]]
    else:
      for i in range(l):
          ans[i] = arr.index(nums[i]) # linear search index
          del arr[ans[i]]
    return ans",Hard,12,397,2.0,3,2.0,3.0,33.083333333333336,17.0,5.1025
153.0,remove duplicate letters,"class Solution:
    def removeDuplicateLetters(self, s: str) -> str:
        mp = {c: i for i, c in enumerate(s)}
        stack = []
        for i, c in enumerate(s): 
            if c not in stack: 
                while stack and c < stack[-1] and i < mp[stack[-1]]: stack.pop()
                stack.append(c)
        return """".join(map(str, stack))",Medium,8,352,0.0,3,3.0,4.0,44.0,16.0,4.08
154.0,maximum product of word lengths,"class Solution:
    def maxProduct(self, words: List[str]) -> int:
        n = len(words)
        hashmap = dict()
        i = 0
        ans = 0
        for word in words:
            hashmap[i] = set(word)
            i += 1
        
        for i in range(0, n - 1):
            a = hashmap[i]
            for j in range(i + 1, n):
                b = hashmap[j]
                if not len(a.intersection(b)):
                    ans = max(ans, len(words[i]) * len(words[j]))
        return ans",Medium,16,496,0.0,4,3.0,4.0,31.0,21.0,4.69
155.0,bulb switcher,"class Solution:
    def bulbSwitch(self, n: int) -> int:
        bulb_on = 0
        v = 2
        while n >= 1:
            bulb_on += 1
            n -= v + 1
            v += 2
        return bulb_on",Medium,8,202,0.0,1,3.0,1.0,25.25,13.0,6.1875
156.0,create maximum number,"class Solution:
    def maxNumber(self, nums1: List[int], nums2: List[int], k: int) -> List[int]:
        
        def find_k_max_number_in_an_array(nums, k):
            drop_possible = len(nums) - k
            n = len(nums)
            stack = []
            for i, val in enumerate(nums):
                while stack and drop_possible and stack[-1] < val:
                    drop_possible -= 1
                    stack.pop()
                
                stack.append(val)
            
            return stack[:k]
                
        
        def merge_two_array(arr1, arr2):
            #print(arr1, arr2)
            return [max(arr1, arr2).pop(0) for _ in arr1 + arr2]

        def compare_two_array(arr1, arr2):
            """"""
            determine whether arr1 is greater than arr2
            """"""
            if not arr2:
                return True
            i = j = 0
            n = len(arr1)
            while i < n and j < n:
                if arr1[i] > arr2[j]:
                    return True
                elif arr1[i] < arr2[j]:
                    return False
                i += 1
                j += 1
            
            return True
        
        ans = 0
        for i in range(k + 1):
            p = k - i
            
            if i > len(nums1) or p > len(nums2):
                continue
            
            # get this two array by solving function find_k_max_number_in_an_array
            # using similar concept of 402. Remove K Digits
            first_arr = find_k_max_number_in_an_array(nums1, i)
            second_arr = find_k_max_number_in_an_array(nums2, p)
            
            # merge two array with everytime taking lexicographily larger list
            # https://leetcode.com/problems/create-maximum-number/discuss/77286/Short-Python-Ruby-C%2B%2B
            # see explanation
            curr_arr = merge_two_array(first_arr, second_arr)
            #print(curr_arr)
            
            # can be directly use python max function
            if compare_two_array(curr_arr, ans):
                ans = curr_arr
            # ans = max(ans, curr_arr) if ans else curr_arr
            
            #print(ans)
        
        return ans",Hard,64,2221,10.0,2,4.0,11.0,34.703125,57.0,1.21671875
157.0,coin change,"class Solution:
    def coinChange(self, coins: List[int], amount: int) -> int:
        # min number of coins summing up to current amount i
        memo = [-666]*(amount + 1)
        return self.dp(coins, amount, memo)
    
    def dp(self, coins, amount, memo):
        if (amount == 0): return 0
        if (amount < 0): return -1
        
        if (memo[amount] != -666):
            return memo[amount]
        
        res = sys.maxsize
        for coin in coins:
            subProblem = self.dp(coins, amount - coin, memo)
            if (subProblem == -1):
                continue
            res = min(subProblem + 1, res)
        
        memo[amount] = res if res != sys.maxsize else -1
        return memo[amount]",Medium,21,729,1.0,0,3.0,6.0,34.714285714285715,35.0,3.2357142857142867
158.0,wiggle sort ii,"class Solution:
    def wiggleSort(self, nums: List[int]) -> None:
        if len(nums)>1:
            nums.sort()
            temp=nums[:]
            r=len(nums)-1
            ind=1
            while r>=0:
                nums[ind]=temp[r]
                ind+=2
                if ind>=len(nums):
                    ind=0
                r-=1",Medium,12,346,0.0,4,4.0,3.0,28.83333333333333,21.0,4.824999999999999
160.0,count of range sum,"class Solution:
    def countRangeSum(self, nums: List[int], lower: int, upper: int) -> int:
        def find(l,r):
            if l > r:
                return 0
            m = (l+r)//2
            left = [0]
            s = 0
            for i in range(m-1,l-1,-1):
                s += nums[i]
                left.append(s)
            right = [0]
            s = 0
            for i in range(m+1,r+1):
                s += nums[i]
                right.append(s)
            right.sort()
            ans = 0
            for i in left:
                ans += (bisect.bisect_right(right,upper-i-nums[m]) - bisect.bisect_left(right,lower-i-nums[m]))
            return ans + find(l,m-1)+find(m+1,r)
        return find(0, len(nums)-1)",Hard,21,737,0.0,2,4.0,4.0,35.095238095238095,33.0,3.1814285714285715
161.0,odd even linked list,"class Solution:
    def oddEvenList(self, head: ListNode) -> ListNode:
        if not head: return head
        p1 = head
        p2 = p1.next
        t = p2
        while p1.next and p2.next:
            p1.next = p2.next
            p1 = p1.next
            p2.next = p1.next
            p2 = p2.next
        p1.next = t
        return head",Medium,12,342,0.0,1,3.0,2.0,28.5,15.0,5.695000000000001
162.0,longest increasing path in a matrix,"class Solution:
    def longestIncreasingPath(self, matrix: List[List[int]]) -> int:
        m, n = len(matrix), len(matrix[0])
        indegree = defaultdict(int)
        graph = defaultdict(list)
        queue = deque()
        
        for r in range(m):
            for c in range(n):
                for r1, c1 in [(r-1, c), (r+1, c), (r, c-1), (r, c+1)]:
                    if 0 <= r1 < m and 0 <= c1 < n and matrix[r1][c1] > matrix[r][c]:
                        graph[(r1, c1)].append((r, c))
                        indegree[(r, c)] += 1
                        
                if indegree[(r, c)] == 0: queue.append((r, c, 1))
                    
        while queue:
            r, c, d = queue.popleft()
            
            for r1, c1 in graph[(r, c)]:
                indegree[(r1, c1)] -= 1
                if indegree[(r1, c1)] == 0:
                    queue.append((r1, c1, d+1))
                    
        return d",Hard,24,942,0.0,8,4.0,8.0,39.25,57.0,0.0474999999999994
163.0,patching array,"class Solution:
    def minPatches(self, nums: List[int], n: int) -> int:
        ans = prefix = k = 0 
        while prefix < n: 
            if k < len(nums) and nums[k] <= prefix + 1: 
                prefix += nums[k]
                k += 1
            else: 
                ans += 1
                prefix += prefix + 1
        return ans",Hard,10,344,0.0,2,3.0,2.0,34.4,21.0,4.504
164.0,verify preorder serialization of a binary tree,"class Solution:
    def isValidSerialization(self, preorder: str) -> bool:
        preorder = preorder.split(',')
        n = len(preorder)
        idx, enough = 0, True                    # static `idx`, `enough` node to build a binary tree
        def dfs():
            nonlocal n, idx, enough 
            if idx >= n: enough = False; return  # if not enough node to build a binary tree
            if preorder[idx] == '#': return 
            if preorder[idx] != '#':
                idx += 1                         # say this is `idx_1`
                dfs()                            # build left tree
                idx += 1                         # now, `idx` is not `idx_1 + 1` because `idx` is static and it's increasing during recursion. Hope this solve your confusion
                dfs()                            # build right tree
        dfs()
        return enough and idx >= n-1             # all characters are visited and they are enough to build a tree",Medium,15,980,9.0,1,5.0,4.0,65.33333333333333,30.0,1.1199999999999992
165.0,reconstruct itinerary,"class Solution:
    def findItinerary(self, tickets: List[List[str]]) -> List[str]:
        edges = collections.defaultdict(list)
        n = len(tickets)
        
        for i in range(len(tickets)):
            edges[tickets[i][0]].append(tickets[i][1])
        for k in edges:
            edges[k].sort()
        
        itinerary_list = ['JFK']
        self.traverse(edges, itinerary_list, n)
        return itinerary_list
    
    
    def traverse(self, edges, itinerary_list, n):
        if len(itinerary_list) == n+1:
            return True
        cur_node = itinerary_list[-1]
        
        for i in range(len(edges[cur_node])):
            if edges[cur_node][i] != '#':
                temp = edges[cur_node][i]
                itinerary_list.append(temp)
                edges[cur_node][i] = '#'
                if self.traverse(edges, itinerary_list, n):
                    return True
                edges[cur_node][i] = temp
                itinerary_list.pop()
        return False",Hard,29,1005,2.0,3,3.0,6.0,34.6551724137931,30.0,3.601034482758621
166.0,increasing triplet subsequence,"class Solution:
    def increasingTriplet(self, nums: List[int]) -> bool:
		m1 = float(""inf"")
		m2 = float(""inf"")
        for i in nums:
            if i<m1:
                m1 = i
            elif i<m2 and i>m1:
                m2 = i
            elif i>m2: return True
        return False",Medium,10,291,0.0,3,3.0,4.0,29.1,17.0,5.321
167.0,self crossing,"class Solution:
    def isSelfCrossing(self, x: List[int]) -> bool:
        def intersect(p1, p2, p3, p4):
            v1 = p2 - p1
            if v1.real == 0:
                return p1.imag <= p3.imag <= p2.imag and p3.real <= p1.real <= p4.real
            return p3.imag <= p1.imag <= p4.imag and p1.real <= p3.real <= p2.real
        
        def overlap(p1, p2, p3, p4):
            v1 = p2 - p1
            if v1.real == 0:
                return min(p2.imag, p4.imag) >= max(p1.imag, p3.imag) and p1.real == p3.real
            return min(p2.real, p4.real) >= max(p1.real, p3.real) and p1.imag == p3.imag
                
        uv = complex(0, 1)
        p = complex(0, 0)
        segments = deque()
        for s in x:
            segments.append(sorted([p, (np := p + uv * s)], key=lambda x:(x.real, x.imag)))
            if len(segments) > 5 and intersect(*segments[-1], *segments[-6]):
                    return True
            if len(segments) > 4 and overlap(*segments[-1], *segments[-5]):
                    return True
            if len(segments) > 3 and intersect(*segments[-1], *segments[-4]):
                    return True
            if len(segments) == 6:
                segments.popleft()
            p = np
            uv *= complex(0, 1)
        return False",Hard,29,1291,0.0,0,3.0,7.0,44.51724137931034,82.0,-2.386551724137931
168.0,palindrome pairs,"class Solution:
    def palindromePairs(self, words: List[str]) -> List[List[int]]:
        def isPal(word):
            return word == word[::-1]
        palPairs = []
        wordDict = {}
        for i, word in enumerate(words):
            wordDict[word] = i
        for i, word in enumerate(words):
            for j in range(0, len(word)):
                prefix, suffix = word[:j], word[j:] # find all suffix and prefix
                if prefix[::-1] in wordDict and wordDict[prefix[::-1]] != i and isPal(suffix):
                    palPairs.append([i, wordDict[prefix[::-1]]]) # check if reverse prefix in dict and suffix palindrome
                if suffix[::-1] in wordDict and wordDict[suffix[::-1]] != i and isPal(prefix):
                    palPairs.append([wordDict[suffix[::-1]], i]) # check if reverse suffix in dict and prefix palindrome
                if len(palPairs) > 0 and words[palPairs[-1][1]] == '': # tricky part for prefix or suffix is ''. for example, if '1' + '' is palindrome, then '' + '1' should also be palindrome. and add '' + '1' manually
                    pair = palPairs[-1]
                    palPairs.append([pair[1], pair[0]])
        return palPairs",Hard,18,1198,4.0,5,4.0,11.0,66.55555555555556,52.0,-1.570000000000002
169.0,house robber iii,"class Solution:
    def rob(self, root: TreeNode) -> int:
        
        @lru_cache(None)
        def fn(node): 
            """"""Return max money from sub-tree rooted at node.""""""
            if not node: return 0 
            ans = node.val 
            if node.left: ans += fn(node.left.left) + fn(node.left.right)
            if node.right: ans += fn(node.right.left) + fn(node.right.right)
            return max(ans, fn(node.left) + fn(node.right))
        
        return fn(root)",Medium,12,486,0.0,0,3.0,3.0,40.5,13.0,4.875
170.0,counting bits,"class Solution:
    def countBits(self, n: int) -> List[int]:
        lst=[]
        for x in range(0,n+1):
            if x>1:
                lst.append(lst[x//2]+(x%2))
            else:
                lst.append(x)
        return lst",Easy,8,238,0.0,2,3.0,2.0,29.75,11.0,5.9225
171.0,power of four,"class Solution:
    def isPowerOfFour(self, n: int) -> bool:
        arr=[]
        for i in range(100):
            arr.append(4**i)
        if n in arr:
            return True
        else:
            return False",Easy,8,217,0.0,1,3.0,2.0,27.125,9.0,6.41875
173.0,reverse string,"class Solution:
    def reverseString(self, s: List[str]) -> None:
        """"""
        Do not return anything, modify s in-place instead.
        """"""
        n = len(s)-1
        for i in range(n,-1,-1):
            s.append(s[i])
            s.pop(i)",Easy,8,251,0.0,1,3.0,2.0,31.375,10.0,5.93625
174.0,reverse vowels of a string,"class Solution:
    def reverseVowels(self, s: str) -> str:
        s = list(s)
        vowel = list('AEIOU')
        left_counter, right_counter = 0, len(s) - 1
        l_val, r_val = None, None
        while left_counter<right_counter:
            if s[left_counter].upper() in vowel:
                l_val = left_counter
            elif l_val is None:
                left_counter += 1
            if s[right_counter].upper() in vowel:
                r_val = right_counter
            elif r_val is None:
                right_counter -= 1
            if l_val is not None and r_val is not None:
                s[l_val], s[r_val] = s[r_val], s[l_val]
                l_val = r_val = None
                left_counter +=1
                right_counter -=1
            if left_counter > right_counter:
                break
        return """".join(s)",Easy,22,853,0.0,6,4.0,7.0,38.77272727272727,33.0,2.6104545454545454
175.0,top k frequent elements,"class Solution:
    def topKFrequent(self, nums: List[int], k: int) -> List[int]:
        
        nTof = {}
        
        for i in nums:
            if nTof.get(i) is None:
                nTof[i] = 1
            else:
                nTof[i] += 1
        
        unique = list(nTof.keys())
        
        def partition(unique, l, r):
            pivot, p = nTof[unique[r]], r
            
            i = l
            while i < p:
                if nTof[unique[i]] > pivot:
                    unique[i], unique[p-1] = unique[p-1], unique[i]
                    unique[p], unique[p-1] = unique[p-1], unique[p]
                    i -= 1
                    p -= 1
                i += 1
            return p
            
        def quickSelect(unique, l, r, k):
            p = partition(unique, l, r)
            
            if p > k:
                quickSelect(unique, l, p-1, k)
            if p < k:
                quickSelect(unique, p+1, r, k)

            return unique[k:]
            
        return quickSelect(unique, 0, len(unique)-1, len(unique)-k)",Medium,36,1075,0.0,4,3.0,6.0,29.86111111111111,55.0,1.3925
177.0,intersection of two arrays ii,"class Solution:
    def intersect(self, nums1: List[int], nums2: List[int]) -> List[int]:
        nums = []
        n1 = len(nums1)
        n2 = len(nums2)
        loc1= []
        loc2= []
        for i in range(n1):
            loc1.append(0)
        for j in range(n2):
            loc2.append(0)
        for i in range(n1):
            for j in range(n2):
                if nums1[i] == nums2[j] and loc1[i]==0 and loc2[j]==0:
                    nums.append(nums1[i])
                    loc1[i] = 1
                    loc2[j] = 1
        return nums",Easy,17,556,0.0,5,3.0,5.0,32.705882352941174,28.0,3.776470588235294
178.0,russian doll envelopes,"class Solution:
    def maxEnvelopes(self, en: List[List[int]]) -> int:
        def bs(t,n,v):
            i = 0
            j = n-1
            while i<=j:
                m = (i+j)//2
                if t[m][1] == v:
                    return m
                elif v<t[m][1]:
                    j = m-1
                else:
                    i = m+1
            return i
        en.sort(key = lambda x:(x[0],-x[1]))
        t = [en[0]]
        c = 1
        for i in range(len(en)):
            if t[-1][1] < en[i][1]:
                t.append(en[i])
                c += 1
            else:
                x = bs(t,c,en[i][1])
                t[x] = en[i]
        return len(t)",Hard,24,687,0.0,3,4.0,5.0,28.625,37.0,3.30375
179.0,count numbers with unique digits,"class Solution:
    def countNumbersWithUniqueDigits(self, n: int) -> int:
    	if n == 0:
    		return 1
    	g, h = 10, 9
    	for i in range(n-1):
    		g += 9*h
    		h *= (8-i)
    	return(g)
		
- Python 3
- Junaid Mansuri",Medium,11,227,0.0,1,1.0,2.0,20.63636363636364,15.0,6.5227272727272725
180.0,max sum of rectangle no larger than k,"class Solution:
    def maxSumSubmatrix(self, matrix: List[List[int]], k: int) -> int:
        # initialize rows and columns values and determine transposed flag if needed 
        rows = len(matrix) # m 
        cols = len(matrix[0]) # n 
        transposed_matrix_flag = False
        transposed_matrix = list()

        # consider a power of 10 as siginficant 
        # if cols is significantly larger than rows in our implementation
        # we will do the significantly larger work^2
        # If this were to occur, we should flip our set up 
        if cols > (10*rows) : 
            # set transpose flag to true 
            transposed_matrix_flag = True
            # loop over columns amount 
            for row in range(cols) : 
                # generate rows 
                transposed_row = list()
                # for column in matrix is actually the rows 
                for col in matrix : 
                    # append the row item at the row index to the row 
                    transposed_row.append(col[row])
                # put the transposed row into the transposed matrix 
                transposed_matrix.append(transposed_row)

        # if transposed flag 
        if transposed_matrix_flag :
            # set the transpose and adjust rows and cols as needed  
            matrix = transposed_matrix 
            rows = len(matrix)
            cols = len(matrix[0])

        # minimum value start for maximal sum 
        maximum_sum = -math.inf

        # loop all columns 
        for col_index in range(cols) : 
            # generate a temporary row 
            temp_row = [0] * rows
            # loop columns from col index to cols 
            # col_index_2 is then our bound column index 
            for col_index_2 in range(col_index, cols) : 
                # set that column sums and the column sum 
                column_sums = [0]
                column_sum = 0
                # loop every row index in range rows 
                for row_index in range(rows) :
                    # temp row at the row index is the matrix at the row and the bound col index 
                    temp_row[row_index] += matrix[row_index][col_index_2]
                    # column sum gets this valuation added 
                    column_sum += temp_row[row_index]
                    # difference is determined 
                    difference = column_sum - k
                    # index is determined by bisection 
                    index = bisect.bisect_left(column_sums, difference)
                    # if index is in range of column sums so far 
                    if index < len(column_sums) : 
                        # if column sums at that index is the difference 
                        if column_sums[index] == difference : 
                            # this is the maximal result, return it 
                            return k
                        else : 
                            # otherwise maximum sum is set to maximum of itself and difference of column sum and column sums at index 
                            maximum_sum = max(maximum_sum, column_sum - column_sums[index])
                    # do an insort of column sum into column sums, at most row times 
                    bisect.insort(column_sums, column_sum)
        # if you never returned k, you should return as good as you got 
        return maximum_sum",Hard,68,3392,32.0,6,4.0,26.0,49.88235294117647,48.0,1.3905882352941177
181.0,water and jug problem,"class Solution:
    def canMeasureWater(self, x: int, y: int, z: int) -> bool:
        def eucid(x,y):
            if x<y: x,y=y,x
            while x!=y!=0:
                remainder=x%y
                x,y=y,remainder
            return x
        e=eucid(x,y)
        if not e: return not z
        return (x+y)>=z and z%e==0",Medium,10,327,0.0,1,3.0,3.0,32.7,31.0,3.717000000000001
183.0,largest divisible subset,"class Solution:
    def largestDivisibleSubset(self, nums: List[int]) -> List[int]:
        nums.sort()
        dp = []
        for i, x in enumerate(nums): 
            dp.append([x])
            for ii in range(i): 
                if x % nums[ii] == 0: 
                    dp[-1] = max(dp[-1], dp[ii] + [x], key=len)
        return max(dp, key=len)",Medium,9,352,0.0,3,3.0,3.0,39.11111111111112,19.0,4.220000000000001
185.0,super pow,"class Solution:
    def superPow(self, a: int, b: List[int]) -> int:
        b=int(''.join(map(str,b)))
        res = 1    
        a = a % 1337
        if (a == 0) :
            return 0
        while (b>0) :
            if ((b &amp; 1) == 1):
                res=(res*a)%1337
            b=b>>1      
            a=(a*a)%1337
        return res",Medium,12,346,0.0,2,3.0,3.0,28.83333333333333,26.0,4.505
186.0,find k pairs with smallest sums,"class Solution:
    def kSmallestPairs(self, nums1, nums2, k: int):
        temp=[]
        res=[]
        tot=[]
        end=0
        for i in nums1:
            for j in nums2:
                temp.append([i,j])
                tot.append(sum([i,j]))
        for i,v in sorted(zip(temp,tot),key = lambda x: x[1]):
            if end<k:
                res.append(i)
                end+=1
        return res",Medium,14,410,0.0,4,3.0,4.0,29.285714285714285,23.0,4.644285714285714
187.0,guess number higher or lower,"class Solution:
    def guessNumber(self, n: int) -> int:
        l, r = 1, n
        while l <= r:
            mid = (l + r) // 2
            val = guess(mid)
            if val == -1:
                r = mid - 1
            
            elif val == 1:
                l = mid + 1

            elif val == 0:
                return mid",Easy,13,336,0.0,4,3.0,4.0,25.846153846153847,27.0,4.553846153846154
188.0,guess number higher or lower ii,"class Solution:
    def getMoneyAmount(self, n: int) -> int:
        
        new=[[0 for i in range(0,n+1)] for i in range(0,n+1)]
        for gap in range(1,n+1):
            for j in range(gap,n+1):
                i=j-gap
                if gap==1:
                    new[i][j]=min(i,j)
                    continue
                if i==0 or j==0:
                    continue
                mini=8765432
                for k in range(i,j+1):
                    if k==i:
                        ans=i+new[i+1][j]
                    elif k==j:
                        ans=j+new[i][j-1]
                    else:
                        ans=k+max(new[k+1][j],new[i][k-1])
                    mini=min(ans,mini)
                new[i][j]=mini
        print(new)
        return new[1][-1]",Medium,23,794,0.0,5,4.0,9.0,34.52173913043478,45.0,1.853043478260869
189.0,wiggle subsequence,"class Solution:
    def wiggleMaxLength(self, nums: List[int]) -> int:
        if not nums:
            return 0
        less = [1]*len(nums)
        more = [1]*len(nums)
        res_l = 1
        res_m = 1
        
        for i in range(1,len(nums)):
            for j in range(i):
                if nums[i] > nums[j] and more[i] < less[j]+1:
                    more[i] = less[j]+1
                    res_m = more[i]
                
                elif nums[i] < nums[j] and less[i] < more[j]+1:
                    less[i] = more[j]+1
                    res_l = less[i]
        return max(res_l,res_m)",Medium,18,610,0.0,4,4.0,5.0,33.888888888888886,24.0,4.069999999999999
190.0,combination sum iv,"class Solution:
    def combinationSum4(self, nums: List[int], target: int) -> int:
        nums.sort()
        dp = [0 for i in range(target+1)]
        dp[0] = 1
        for comb_sum in range(target+1):
            for num in nums:
                if comb_sum - num >= 0:
                    dp[comb_sum] = dp[comb_sum] + dp[comb_sum-num]
        return dp[target]",Medium,9,366,0.0,3,3.0,4.0,40.66666666666666,15.0,4.48
191.0,kth smallest element in a sorted matrix,"class Solution:
    
    import heapq
    def kthSmallest(self, matrix: List[List[int]], k: int) -> int:
        
        heap = []
        for arr in matrix:
            heapq.heappush(heap,(arr[0],0,arr))
            
        while k > 0 and heap:
            val,idx,arr = heapq.heappop(heap)
            ans = val
            if idx+1<len(arr):
                heapq.heappush(heap,(arr[idx+1],idx+1,arr))
            k-=1
        return ans",Medium,15,444,0.0,3,3.0,3.0,29.6,24.0,4.5760000000000005
192.0,linked list random node,"class Solution:

    def __init__(self, head: ListNode):
        """"""
        @param head The linked list's head.
        Note that the head is guaranteed to be not null, so it contains at least one node.
        """"""
        self.res = []
        
        while head:
            self.res.append(head.val)
            head = head.next
        

    def getRandom(self) -> int:
        """"""
        Returns a random node's value.
        """"""
        return random.choice(self.res)",Medium,18,477,0.0,1,2.0,1.0,26.5,10.0,6.4350000000000005
193.0,ransom note,"class Solution:
    def canConstruct(self, ransomNote: str, magazine: str) -> bool:
        note_freq = collections.Counter(ransomNote)
        mag_freq = collections.Counter(magazine)
        
        for letter in note_freq:
            if note_freq[letter] > mag_freq[letter]:
                return False
        return True",Easy,8,328,0.0,1,3.0,2.0,41.0,12.0,4.87
194.0,shuffle an array,"class Solution:
    def threeSumClosest(self, nums: List[int], target: int) -> int:
        a = nums[0]+nums[1]+nums[len(nums)-1]
        nums.sort()
        for i in range(len(nums)-2):
            l = i+1
            h = len(nums)-1
            while l<h:
                b = nums[i]+nums[l]+nums[h]
                if b > target:
                    h -= 1
                else:
                    l += 1
                if abs(target - b)<abs(target - a):
                    a = b
        return a",Medium,15,503,0.0,4,4.0,4.0,33.53333333333333,22.0,4.302
195.0,mini parser,"class Solution:
    def deserialize(self, s: str) -> NestedInteger:
        stack = []
        integerStr = ''
        
        for c in s:
            if c == '[':
                stack.append(NestedInteger())
            elif c == ']':
                if len(integerStr)>0:
                    stack[-1].add(NestedInteger(int(integerStr)))
                integerStr = ''
                poppedList = stack.pop()
                if len(stack)==0:
                    return poppedList
                stack[-1].add(poppedList)
            elif c == ',':
                if len(integerStr)>0:
                    stack[-1].add(NestedInteger(int(integerStr)))
                integerStr = ''
            else:
                integerStr += c
                
        return NestedInteger(int(s))",Medium,23,795,0.0,6,4.0,7.0,34.56521739130435,34.0,2.889130434782607
196.0,lexicographical numbers,"class Solution:
    def dfs(self, cur, n, res):
        if cur > n:
            return
        
        res.append(cur)
        for i in range(0, 10):
            self.dfs(cur * 10 + i, n, res)
    
    def lexicalOrder(self, n: int) -> List[int]:
        res = []
        
        for i in range(1, 10):
            self.dfs(i, n, res)
        
        return res",Medium,15,364,0.0,2,2.0,3.0,24.266666666666666,20.0,5.5760000000000005
197.0,first unique character in a string,"class Solution:
    def firstUniqChar(self, s: str) -> int:
        counts = dict()
        
        for letter in s:
            counts[letter] = counts.get(letter, 0) + 1
        
        for i in range(len(s)):
            if counts[s[i]] == 1:
                return i
        return -1
        
        '''
        # SUPER slow solution
        for i in range(len(s)):
            if s.count(s[i]) == 1:
                return i
        return -1
        '''",Easy,18,463,1.0,2,3.0,5.0,25.72222222222222,19.0,5.525
